mky_id,mky_gender,mky_age_at_intox,mky_drinking_category,mtd_seconds_to_stageone_d1,mtd_seconds_to_stageone_d2,mtd_seconds_to_stageone_d,mtd_latency_1st_drink_d1,mtd_latency_1st_drink_d2,mtd_latency_1st_drink_d,mtd_etoh_bout_d1,mtd_etoh_bout_d2,mtd_etoh_bout_d,mtd_etoh_drink_bout_d1,mtd_etoh_drink_bout_d2,mtd_etoh_drink_bout_d,mtd_veh_bout_d1,mtd_veh_bout_d2,mtd_veh_bout_d,mtd_veh_drink_bout_d1,mtd_veh_drink_bout_d2,mtd_veh_drink_bout_d,mtd_etoh_mean_drink_length_d1,mtd_etoh_mean_drink_length_d2,mtd_etoh_mean_drink_length_d,mtd_etoh_median_idi_d1,mtd_etoh_median_idi_d2,mtd_etoh_median_idi_d,mtd_etoh_mean_drink_vol_d1,mtd_etoh_mean_drink_vol_d2,mtd_etoh_mean_drink_vol_d,mtd_etoh_mean_bout_length_d1,mtd_etoh_mean_bout_length_d2,mtd_etoh_mean_bout_length_d,mtd_pct_etoh_in_1st_bout_d1,mtd_pct_etoh_in_1st_bout_d2,mtd_pct_etoh_in_1st_bout_d,mtd_drinks_1st_bout_d1,mtd_drinks_1st_bout_d2,mtd_drinks_1st_bout_d,mtd_max_bout_d1,mtd_max_bout_d2,mtd_max_bout_d,mtd_max_bout_length_d1,mtd_max_bout_length_d2,mtd_max_bout_length_d,mtd_pct_max_bout_vol_total_etoh_d1,mtd_pct_max_bout_vol_total_etoh_d2,mtd_pct_max_bout_vol_total_etoh_d
10048,M,3635,LD,-0.37353482286826134,0.14028184121288215,-0.20023334366931844,0.22012768424340656,-0.15202244632412656,-0.1344150461792019,-0.4791605058405183,-0.27455150303014864,-0.620761125380346,2.2070670296699118,3.4479209201667893,3.344235745554037,0.7941166429506376,-0.589110673664003,0.1521814714138032,-0.5541440146117699,-0.0423813052838817,-0.6771251552677279,0.5085664115067462,0.33580871187878175,0.5465159055772729,-0.4306844913197146,-0.24114206003714783,-0.5236170323179061,0.03610742971382903,-0.1649735777881678,-0.03618800461431943,0.8171353270933475,3.950905735025945,3.2589892940601977,0.3303819805149586,0.3316637813378005,0.4431301182512054,1.8691431550003057,3.0932418283652328,3.171384831547957,-0.2360423359745998,-0.2420823694996583,-0.36782605983808475,0.21469941645243634,2.8862954432723584,2.70978286885908,0.45463928865759407,0.308016197094834,0.5350970899731353
10049,M,3620,HD,-0.2422212453403677,-0.38762165021605033,-0.4427864994198058,-0.16509576318255492,-0.15202244632412656,-0.16129805541504227,-0.4791605058405183,-0.27455150303014864,-0.620761125380346,0.49076508626508014,-0.44862728705668836,-0.044807599597916796,-2.0733271628168226,0.9573048447040049,-0.7908446957077968,1.3025940108736578,-0.10153875297922342,1.319175360347515,0.39825727565873364,0.010395908729591098,0.32124710510067106,0.14300397672945864,1.3432675686598254,1.3483816842590641,-0.42645179522271504,1.6702972601767498,0.3132136526065278,1.768003602416787,0.10148979895711542,1.1380092649779456,0.3303819805149586,0.3316637813378005,0.4431301182512054,0.3197218554605786,-0.3742712532541562,-0.09594541191109932,-0.2360423359745998,-0.2420823694996583,-0.36782605983808475,1.5746568614269716,-0.10192687507622819,0.7517949683133418,0.45463928865759407,0.308016197094834,0.5350970899731353
10051,M,3432,BD,-0.42143537316145524,-0.4411770768827536,-0.6178830889003639,0.605351131669368,-0.20659460654304382,-0.16129805541504227,-0.4791605058405183,-0.27455150303014864,-0.620761125380346,0.04784845570899462,0.5362145675162785,0.37187805759289716,0.6431985479102449,0.33873863735680176,0.6760848975924699,-0.45774503458844934,0.10143245224494814,-0.3745030185445322,-1.0250567755532178,-3.3621222426182187,-2.2362376574921727,-0.3604369238034893,-0.2148811269648223,-0.4503649086257638,-0.6436418945782518,-1.2144388172629845,-1.060800012850474,0.05380503784116198,-0.06367242849282982,-0.01210393221692988,0.3303819805149586,0.3316637813378005,0.4431301182512054,-0.09345715775001533,0.2807034399406172,0.1491043563483299,-0.2360423359745998,-0.2420823694996583,-0.36782605983808475,-0.3087895263305543,-0.2359754889572885,-0.37753808949685996,0.45463928865759407,0.308016197094834,0.5350970899731353
10052,M,3357,LD,1.8405235869121908,-0.024086426805663457,1.4228394201101404,0.605351131669368,-0.1793085264335852,-0.1344150461792019,0.928164056767997,-0.015424241743266781,0.7277889056183366,-0.6275994058890357,-0.3223106144049383,-0.5239961053673529,0.6431985479102449,-0.8983937773376046,-0.1621605842933968,0.0640122805700404,-0.653501145187005,-0.8136758887632463,-0.3036876433292136,0.8635264814484872,0.12327790012230906,-1.2970711573531597,-0.3111712148966826,-1.1910252704018693,-0.1988942767832413,0.7478572184262677,0.1332890648436906,-0.9218993491511733,-0.3961895132441403,-0.8337063148747927,-1.7672979926887442,0.04515262064469893,-1.4842808776611724,-0.5582835476119334,-0.4127991763832605,-0.5860449484299578,1.0031799278920492,0.9540893386163004,1.496671553823931,-1.2187692417639657,-0.48947336273236297,-1.0928420178193279,-2.2142455539364816,-0.20427266689859475,-1.7936465297304485
10054,M,2996,BD,-0.15994379149623938,-0.3145690866522523,-0.33070854421773427,-0.16509576318255492,-0.15202244632412656,-0.16129805541504227,-0.4791605058405183,-0.27455150303014864,-0.620761125380346,2.816077396684529,3.4051017090983993,3.622026183681246,0.6431985479102449,-0.7437522255008038,-0.057379899057663476,0.18692825780098557,0.08667585445930193,0.32646174614422685,-1.2085278574822986,-0.8132527079917722,-1.305155545363054,0.13129604881008777,-0.4774904576880776,-0.352695410369574,-0.45021519026320644,-0.04838387965068844,-0.4131294630639618,2.4715244798948963,1.2086884348252669,2.33767521162643,0.3303819805149586,0.3316637813378005,0.4431301182512054,2.4889116748161966,2.9391301358488153,3.389206847778561,-0.2360423359745998,-0.2420823694996583,-0.36782605983808475,2.28526525609835,0.6705116722383966,1.8268389039572845,0.45463928865759407,0.308016197094834,0.5350970899731353
10055,M,3546,LD,0.7658582236532497,1.2394020838864448,1.4090414861003822,-0.16509576318255492,-0.09745028610520934,-0.10753203694336153,0.6466991442462939,1.7984665872649064,2.0763389366170193,-0.916417958915365,-0.7355579806556014,-0.9370051243836064,-1.92240906777643,-1.6716015365216086,-2.4673356594795304,-0.02662206927191958,0.26575013008280496,0.33022510678468636,-0.29934730133070586,0.06653158031944839,-0.2100476203196366,-0.12627836541607165,0.10900371426052577,0.013565208091137504,-0.0454507422328845,0.13760771871755856,0.016791806030687754,-1.083418551535508,-0.7676466514143806,-1.1912218615388157,-0.9258158874591754,-0.8185414077498024,-1.187765312853908,-0.09345715775001533,-0.29721540699594756,-0.2593119240840521,-0.2360423359745998,-0.2420823694996583,-0.36782605983808475,0.991022380536999,-0.6135678716222555,-0.020781000975729148,-1.3907992243827683,-0.7114863031402822,-1.4922440836119657
10056,M,2988,LD,-0.43268787312257195,-0.00989547273499323,-0.3446678575726359,-0.16509576318255492,-0.15202244632412656,-0.16129805541504227,-0.4791605058405183,-0.27455150303014864,-0.620761125380346,-0.3397035960275802,-0.10607359850956946,-0.2392609062869633,0.6431985479102449,-1.2076768810112062,-0.37172195476486347,-0.40661935047985626,1.2089820486537115,1.1830093666937405,-0.28303849591937685,2.692243515711664,0.9124503053536474,1.3606284803440305,2.0435591172551724,2.84598065752064,1.160357335327671,-0.11019868661352078,0.9683390705677444,-0.01715528121282604,1.584454349129375,1.0988564752862051,0.3303819805149586,0.3316637813378005,0.4431301182512054,-0.454988794309285,-0.22015956073773893,-0.39545068422817947,-0.2360423359745998,-0.2420823694996583,-0.36782605983808475,-0.40346305853598874,1.6991025213257407,1.311390535257858,0.45463928865759407,0.308016197094834,0.5350970899731353
10057,M,2640,BD,-0.9425603254891337,-0.419828945976441,-1.011245242687332,0.605351131669368,-0.15202244632412656,-0.10753203694336153,-1.182822787144776,-0.27455150303014864,-1.1826569716297972,1.2188931833832441,1.5638756331576351,1.6261439751554798,0.9450347379910301,0.18409708552000098,0.7808655828282032,-1.2189930918768546,0.5578528143801357,-0.6075384543414049,0.6846252661812395,0.9231851595608549,0.9347908350537352,-0.5360558425940525,-0.9764481860622625,-1.2805556438033765,0.46066415139193745,-0.0440386423154435,0.38431365139448775,2.6432050069556947,-0.896474559497051,0.967546058991352,1.8652345388463072,0.3316637813378005,1.7512896696771878,0.16477972550660588,1.359485287555538,1.0476201732995702,-0.2360423359745998,-0.2420823694996583,-0.36782605983808475,0.8484551790982271,-0.6175495136187226,-0.10072322482494575,2.035136743846421,0.308016197094834,1.7239620312232324
10058,M,2684,LD,-0.38602613016454684,-0.43969628167537933,-0.5892382551374155,0.605351131669368,-0.20659460654304382,-0.16129805541504227,-0.4791605058405183,-0.27455150303014864,-0.620761125380346,0.3800359286260587,0.707491411789838,0.6496684957201064,0.039526167748674255,0.029455533683200183,0.04740078617806986,-0.2576108987700842,0.0595415460713244,-0.20743519941668886,0.5927692289651966,0.7567021501878952,0.79136083406942,-0.6531351217877613,-0.4862441020455194,-0.9061559004879827,0.33569939824876766,0.22230182416666144,0.38449924772798755,0.3934008504566761,0.10760691849229857,0.31274186975672913,0.3303819805149586,0.3316637813378005,0.4431301182512054,0.21642710215793012,0.5889268249734517,0.5302928847518864,-0.2360423359745998,-0.2420823694996583,-0.36782605983808475,0.06433557118498158,-0.1656331470197024,-0.11444465130652771,0.45463928865759407,0.308016197094834,0.5350970899731353
10059,M,2656,BD,-0.4754267261858958,-0.2715026260377835,-0.5491354878692877,0.22012768424340656,-0.15202244632412656,-0.1344150461792019,-0.4791605058405183,-0.27455150303014864,-0.620761125380346,-0.3397035960275802,0.6218529896530582,0.23298283852929252,1.0959528330314228,0.33873863735680176,0.9904269532996699,0.1067200513997111,-0.6670849084004505,-0.7843158755402494,1.2156053134797846,-0.8980042411987947,0.5876764885072229,-0.6180113380296487,-0.05731552853086919,-0.4829214080444937,0.6450564153473552,0.059334715191740675,0.5878203273360936,0.1511220468294884,0.8215621556701043,0.6663405016602599,0.3303819805149586,0.3316637813378005,0.4431301182512054,-0.6615783009145819,0.6659826712316603,0.12187660431950444,-0.2360423359745998,-0.2420823694996583,-0.36782605983808475,-0.5014780095251444,0.6924107032189658,0.3538736003474651,0.45463928865759407,0.308016197094834,0.5350970899731353
