mky_id,mky_gender,cohort__coh_cohort_name,mky_age_at_intox,mky_drinking_category,mtd_seconds_to_stageone_d,mtd_latency_1st_drink_d,mtd_etoh_bout_d,mtd_etoh_drink_bout_d,mtd_veh_bout_d,mtd_veh_drink_bout_d,mtd_etoh_mean_drink_length_d,mtd_etoh_median_idi_d,mtd_etoh_mean_drink_vol_d,mtd_etoh_mean_bout_length_d,mtd_pct_etoh_in_1st_bout_d,mtd_drinks_1st_bout_d,mtd_max_bout_d,mtd_max_bout_length_d,mtd_pct_max_bout_vol_total_etoh_d
10082,M,INIA Rhesus 7b,2331,HD,-0.323279060904648,0.0899205834179991,-0.6116088975330737,-0.2739034843716309,0.12317280985649934,-0.7411971791646149,0.20034077513923462,1.2307222984538797,-0.20331727326624582,0.033533642360264626,-0.16481005202876597,-0.36080786418514804,-0.39012647648542637,-0.09673547367597148,0.43676120421144865
10083,M,INIA Rhesus 7b,2182,LD,-0.5540470136939993,-0.04465132559137598,-0.6116088975330737,-0.5168470188202299,-0.1718789637277736,0.4705841170787184,-0.8198144219155313,-0.36943795513838706,0.5631996414008527,-0.4738528393108415,-0.16481005202876597,-0.4782453772762534,-0.39012647648542637,-0.6253317616175522,0.43676120421144865
10084,M,INIA Rhesus 7b,2118,LD,-0.6039838852605547,-0.2330519982045011,-0.755611665161003,0.25501860943036564,0.7575341230626864,0.4645026867815863,0.0525370196461509,-0.6684578005066389,0.1576739624839713,0.17724196028556385,0.11135286746912296,0.07125004206780447,-0.6963939907356677,0.29854510259493355,1.9537002379648478
10085,M,INIA Rhesus 7b,2231,LD,-0.47612000874978133,-0.3586524466132512,-0.15620014490974718,-0.9651934899807972,-0.9917652557786166,0.9610569816888591,2.895892307145217,-0.561457185569459,3.7683735848854463,-0.8361212708020315,-0.13896363728140704,-0.7210929932480541,-0.39012647648542637,-0.7376665799425633,0.4676546671210632
10086,M,INIA Rhesus 7b,2113,BD,-0.42110718899378097,-0.31379514361012617,-0.5060068679392589,0.18826694411631736,0.4159549544132014,-0.5790765648039158,-0.3106157384603197,-0.11341231456362436,-0.27837461004607034,0.13358238911760462,-0.20725627400726024,-0.24584508795994725,-0.39012647648542637,-0.13568660263826737,-0.2365023609984092
10087,M,INIA Rhesus 7a,1713,BD,1.7034237299720087,-0.04465132559137598,2.239645901499927,-0.9631050005378692,-1.1455498165558744,-0.7954291386145799,-1.0780650160466367,1.5863134659188278,-0.6141238061850771,-0.7335971844166601,-0.31454219080753065,-0.8535054765788658,1.4474786090160212,-0.6078898859678054,-1.024600174725528
10088,M,INIA Rhesus 7a,1862,HD,-0.4837046543460213,-0.26893784060700116,-0.43057684680081965,-0.3669661198897511,0.3874900236924106,-1.2543996370518207,-0.5880502504978277,0.32377567718024847,-0.4055579268020815,-0.03649619357566655,5.829081164699276,0.3043339125463709,0.2224085520150562,-0.5809818301578186,0.9982036331039059
10089,M,INIA Rhesus 7a,1734,LD,0.9587181941650561,-0.17922323460075107,-0.2948028087516291,0.9666592447275981,0.6095164833145762,0.11607408001720955,-0.9075026961662831,0.4962225099197245,-0.8737822244736715,0.5171286692847936,-0.18029433676603762,1.1172849729960053,-0.39012647648542637,1.2607914497472612,0.29432890812824586
10090,M,INIA Rhesus 7a,1842,LD,-0.4639272402290106,-0.17922323460075107,-0.2314415909953402,-0.598418941102547,-2.017796622214381,3.6759582263793127,-0.2393672699599495,-0.26276060489890257,-0.1672823597987462,-0.5373512308136441,-0.2793640470949484,-0.41993157767239414,1.4474786090160212,-0.558879895593717,-1.355602906329231
10091,M,INIA Rhesus 7a,1646,VHD,4.230835910956934,-0.04465132559137598,2.239645901499927,1.5409938419922642,-1.1121623790187063,2.4709348558346873,-1.2098241219649317,-0.01384678767343891,-1.051931595140665,0.0617813694126182,-0.23072464268725712,4.2212799310764275,-0.39012647648542637,1.6560507969710498,-0.5733369686770943
10092,M,INIA Rhesus 7a,2002,LD,-0.5497337711931563,-0.11193728009606352,-0.5904884916143107,-0.7128548242180858,-1.4627304731589676,0.2653831445639367,0.9598279793474835,-0.7167978455786838,1.0718279158803532,-0.6458276596607986,-0.29252557602920864,-0.6564264316213787,-0.39012647648542637,-0.6644213362558857,-0.41806468816523595
10097,M,INIA Rhesus 7a,1619,HD,-0.005402386384136256,-0.26893784060700116,0.9724215463741488,-0.6465828226919522,-0.7226422744184164,-0.0354952042174223,-0.34270643404382123,-0.791702466503013,-0.6264667510768726,-0.6262422436902536,-0.21321039559724153,-0.19657532672057554,-0.39012647648542637,-0.4586992826558527,-0.36476608133810223
10098,M,INIA Rhesus 7a,1492,VHD,-0.4968595812110862,-0.17922323460075107,-0.6116088975330737,-0.4806639392215024,0.48000104853497966,0.09645660436084955,0.22559556323338747,-0.32498905920526855,0.33999925111139434,-0.30977670466811436,-0.16481005202876597,-0.4839822672835775,-0.39012647648542637,-0.44649553807937,0.43676120421144865
